EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 5710,136935,FREDRIKA                                ,SE,+64:04:48,+018:25:12, 327, TG6,19650101,19951231,   56,Marcus Flarup                                     
 5710,902263,FREDRIKA                                ,SE,+64:04:59,+018:22:00, 327, TG5,20001024,20190430,    -,Synoptical message from GTS
 5711,136932,FREDRIKA_A                              ,SE,+64:04:48,+018:22:12, 327, TG6,19960101,20190430,   56,Marcus Flarup                                     
 5711,136935,FREDRIKA                                ,SE,+64:04:48,+018:25:12, 327, TG6,19650101,19951231,   56,Marcus Flarup                                     
 5711,902263,FREDRIKA                                ,SE,+64:04:59,+018:22:00, 327, TG5,20001024,20190430,    -,Synoptical message from GTS
 5712,136938,HOTING_A                                ,SE,+64:05:24,+016:14:23, 241, TG6,19960207,20190430,   56,Marcus Flarup                                     
 5712,136941,HOTING                                  ,SE,+64:07:12,+016:12:36, 240, TG6,19691101,19970930,   56,Marcus Flarup                                     
 5712,902242,HOTING                                  ,SE,+64:04:59,+016:13:59, 241, TG5,20001024,20190430,    -,Synoptical message from GTS
 5713,136938,HOTING_A                                ,SE,+64:05:24,+016:14:23, 241, TG6,19960207,20190430,   56,Marcus Flarup                                     
 5713,136941,HOTING                                  ,SE,+64:07:12,+016:12:36, 240, TG6,19691101,19970930,   56,Marcus Flarup                                     
 5713,902242,HOTING                                  ,SE,+64:04:59,+016:13:59, 241, TG5,20001024,20190430,    -,Synoptical message from GTS
 5714,136944,VINDELN-SUNNANSJONAS                    ,SE,+64:12:00,+019:43:12, 237, TG6,19890301,20190430,   56,Marcus Flarup                                     
 5714,136959,HALLNAS-LUND                            ,SE,+64:16:12,+019:37:48, 237, TG6,19491118,19890228,   56,Marcus Flarup                                     
 5715,136947,ASELE                                   ,SE,+64:09:36,+017:22:12, 310, TG6,19510101,20190331,   56,Marcus Flarup                                     
 5715,136950,ASELE_A                                 ,SE,+64:10:12,+017:19:12, 307, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5715,902254,ASELE                                   ,SE,+64:10:00,+017:19:00, 308, TG5,19820113,20190430,    -,Synoptical message from GTS
 5716,136947,ASELE                                   ,SE,+64:09:36,+017:22:12, 310, TG6,19510101,20190331,   56,Marcus Flarup                                     
 5716,136950,ASELE_A                                 ,SE,+64:10:12,+017:19:12, 307, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5716,902254,ASELE                                   ,SE,+64:10:00,+017:19:00, 308, TG5,19820113,20190430,    -,Synoptical message from GTS
 5717,136953,KULBACKSLIDEN                           ,SE,+64:12:00,+019:34:12, 200, TG6,19610101,19671231,   56,Marcus Flarup                                     
 5718,136956,GUBBHOGEN_A                             ,SE,+64:13:12,+015:33:36, 310, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5718,902230,GUBBHOGEN                               ,SE,+64:13:00,+015:33:00, 310, TG5,20001024,20190430,    -,Synoptical message from GTS
 5719,136944,VINDELN-SUNNANSJONAS                    ,SE,+64:12:00,+019:43:12, 237, TG6,19890301,20190430,   56,Marcus Flarup                                     
 5719,136959,HALLNAS-LUND                            ,SE,+64:16:12,+019:37:48, 237, TG6,19491118,19890228,   56,Marcus Flarup                                     
 5720,136962,MUNSVATTNET                             ,SE,+64:16:12,+014:27:00, 520, TG6,19610101,19970415,   56,Marcus Flarup                                     
 5721,136965,LOVANGER                                ,SE,+64:21:36,+021:19:12,  21, TG6,19610101,20041231,   56,Marcus Flarup                                     
 5722,136968,HOKMARKSBERGET_V                        ,SE,+64:23:24,+021:18:36, 105, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5723,136971,NORRAKER                                ,SE,+64:25:48,+015:37:48, 270, TG6,19750801,19951130,   56,Marcus Flarup                                     
 5724,136974,VASTANTRASK                             ,SE,+64:27:00,+020:24:36, 140, TG6,19700701,20080831,   56,Marcus Flarup                                     
 5724,169683,BYGDSILJUM                              ,SE,+64:20:59,+020:30:00, 150, TG6,19530814,19700531,   56,Marcus Flarup                                     
 5725,136977,IDVATTNET                               ,SE,+64:27:00,+017:04:47, 352, TG6,19821001,19960125,   56,Marcus Flarup                                     
 5726,136980,KORSSELBRANNA                           ,SE,+64:27:35,+015:32:24, 178, TG6,19610101,19751231,   56,Marcus Flarup                                     
 5727,136983,BJUROKLUBB                              ,SE,+64:28:48,+021:34:48,  36, TG6,19490106,19971220,   56,Marcus Flarup                                     
 5727,136986,BJUROKLUBB A                            ,SE,+64:28:51,+021:34:45,  40, TG6,19951216,20190430,   56,Marcus Flarup                                     
 5728,136992,KROKSJO                                 ,SE,+64:30:36,+017:59:23, 500, TG6,19690822,20130630,   56,Marcus Flarup                                     
 5729,136998,LYCKSELE_A                              ,SE,+64:33:00,+018:43:12, 210, TG6,19951216,20190425,   56,Marcus Flarup                                     
 5729,137010,LYCKSELE                                ,SE,+64:34:48,+018:39:00, 234, TG6,19620201,19951025,   56,Marcus Flarup                                     
 5729,902261,LYCKSELE                                ,SE,+64:33:00,+018:43:00, 211, TG5,20001024,20190426,    -,Synoptical message from GTS
 5730,137001,HOGLAND                                 ,SE,+64:34:11,+015:55:12, 330, TG6,19491118,19750630,   56,Marcus Flarup                                     
 5731,137004,PETISTRASK_A                            ,SE,+64:34:11,+019:42:00, 258, TG6,19951220,20190430,   56,Marcus Flarup                                     
 5731,902282,PETISTRASK                              ,SE,+64:34:00,+019:42:00, 258, TG5,20001024,20190430,    -,Synoptical message from GTS
 5732,137007,VILHELMINA_A                            ,SE,+64:34:48,+016:50:24, 348, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5733,137013,SKELLEFTEA_FLYGPLATS                    ,SE,+64:37:12,+021:04:12,  48, TG6,19700501,20190430,   56,Marcus Flarup                                     
 5733,902293,SKELLEFTEA                              ,SE,+64:36:59,+021:04:59,  44, TG5,20120613,20190430,    -,Synoptical message from GTS
 5734,137016,LAXBACKEN                               ,SE,+64:38:24,+016:24:36, 345, TG6,19610101,20170930,   56,Marcus Flarup                                     
 5735,137019,RISTRASK_V                              ,SE,+64:42:35,+017:26:24, 575, TG6,19960301,20160111,   56,Marcus Flarup                                     
 5736,137022,URSVIKEN                                ,SE,+64:43:12,+021:09:00,   5, TG6,19610101,19670630,   56,Marcus Flarup                                     
 5736,137034,SKELLEFTEA                              ,SE,+64:45:36,+020:57:00,  14, TG6,19610101,19791031,   56,Marcus Flarup                                     
 5737,137025,JORMLIEN                                ,SE,+64:43:48,+013:57:36, 360, TG6,19670901,20190331,   56,Marcus Flarup                                     
 5738,137028,KLUTMARK                                ,SE,+64:45:00,+020:37:48,  80, TG6,19501027,19660630,   56,Marcus Flarup                                     
 5739,137031,BRANNAKERSFJALLET_V                     ,SE,+64:45:00,+015:49:48, 630, TG6,19960405,19970225,   56,Marcus Flarup                                     
 5740,137022,URSVIKEN                                ,SE,+64:43:12,+021:09:00,   5, TG6,19610101,19670630,   56,Marcus Flarup                                     
 5740,137034,SKELLEFTEA                              ,SE,+64:45:36,+020:57:00,  14, TG6,19610101,19791031,   56,Marcus Flarup                                     
 5741,137037,ULVOBERG                                ,SE,+64:45:36,+017:13:11, 520, TG6,19610101,20050109,   56,Marcus Flarup                                     
 5742,137040,ANKARVATTNET                            ,SE,+64:52:12,+014:15:00, 470, TG6,19650101,19670831,   56,Marcus Flarup                                     
 5743,137043,NORSJO                                  ,SE,+64:54:36,+019:28:48, 296, TG6,19730801,20161031,   56,Marcus Flarup                                     
 5743,137049,NORSJO_A                                ,SE,+64:55:48,+019:22:48, 309, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5743,137052,STORLIDEN                               ,SE,+64:57:00,+019:28:48, 296, TG6,19650101,19730731,   56,Marcus Flarup                                     
 5744,137046,FURUOGRUND                              ,SE,+64:54:36,+021:13:48,  10, TG6,19691101,19830831,   56,Marcus Flarup                                     
 5745,137043,NORSJO                                  ,SE,+64:54:36,+019:28:48, 296, TG6,19730801,20161031,   56,Marcus Flarup                                     
 5745,137049,NORSJO_A                                ,SE,+64:55:48,+019:22:48, 309, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5745,137052,STORLIDEN                               ,SE,+64:57:00,+019:28:48, 296, TG6,19650101,19730731,   56,Marcus Flarup                                     
 5746,137043,NORSJO                                  ,SE,+64:54:36,+019:28:48, 296, TG6,19730801,20161031,   56,Marcus Flarup                                     
 5746,137049,NORSJO_A                                ,SE,+64:55:48,+019:22:48, 309, TG6,19951101,20190430,   56,Marcus Flarup                                     
 5746,137052,STORLIDEN                               ,SE,+64:57:00,+019:28:48, 296, TG6,19650101,19730731,   56,Marcus Flarup                                     
 5747,137058,SAXNAS_V                                ,SE,+64:58:12,+015:23:24, 545, TG6,19981001,20160111,   56,Marcus Flarup                                     
 5747,137064,MARSLIDEN                               ,SE,+65:01:48,+015:22:12, 550, TG6,20001101,20131130,   56,Marcus Flarup                                     
 5748,137061,GUNNARN_A                               ,SE,+65:00:36,+017:42:00, 251, TG6,20081101,20190430,   56,Marcus Flarup                                     
 5749,137058,SAXNAS_V                                ,SE,+64:58:12,+015:23:24, 545, TG6,19981001,20160111,   56,Marcus Flarup                                     
 5749,137064,MARSLIDEN                               ,SE,+65:01:48,+015:22:12, 550, TG6,20001101,20131130,   56,Marcus Flarup                                     
 5750,137067,RONNSKAR                                ,SE,+65:01:48,+021:34:12,   4, TG6,19610301,19690831,   56,Marcus Flarup                                     
 5750,137070,RONNSKAR                                ,SE,+65:02:24,+021:34:12,   4, TG6,19411021,20111231,   56,Marcus Flarup                                     
 5750,171347,PITE-RONNSKAR A                         ,SE,+65:02:06,+021:33:56,   4, TG6,19880806,20190430,   56,Marcus Flarup                                     
 5750,902176,PITE-RONNSKAR                           ,SE,+65:01:59,+021:34:00,   4, TG5,19931122,20190430,    -,Synoptical message from GTS
 5751,137070,RONNSKAR                                ,SE,+65:02:24,+021:34:12,   4, TG6,19411021,20111231,   56,Marcus Flarup                                     
 5751,171347,PITE-RONNSKAR A                         ,SE,+65:02:06,+021:33:56,   4, TG6,19880806,20190430,   56,Marcus Flarup                                     
 5751,902176,PITE-RONNSKAR                           ,SE,+65:01:59,+021:34:00,   4, TG5,19931122,20190430,    -,Synoptical message from GTS
 5752,137073,BLAIKLIDEN                              ,SE,+65:03:00,+015:45:00, 520, TG6,19780601,20000630,   56,Marcus Flarup                                     
