EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TG   : Mean temperature in 0.1 &#176;C
30-34 Q_TG : quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station LINKOEPING-MALMSLAETT, SWEDEN (STAID: 5)
Blended and updated with sources:8909 8910 35825 902562 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TG, Q_TG
     5,  8909,19310101,    5,    0
     5,  8909,19310102,   14,    0
     5,  8909,19310103,    2,    0
     5,  8909,19310104,  -15,    0
     5,  8909,19310105,  -36,    0
     5,  8909,19310106,  -49,    0
     5,  8909,19310107,  -58,    0
     5,  8909,19310108, -105,    0
     5,  8909,19310109,  -66,    0
     5,  8909,19310110,  -22,    0
     5,  8909,19310111,   14,    0
     5,  8909,19310112,   23,    0
     5,  8909,19310113,   -2,    0
     5,  8909,19310114,  -29,    0
     5,  8909,19310115,  -21,    0
     5,  8909,19310116,  -20,    0
     5,  8909,19310117,  -41,    0
     5,  8909,19310118, -109,    0
     5,  8909,19310119, -116,    0
     5,  8909,19310120, -140,    0
     5,  8909,19310121, -148,    0
     5,  8909,19310122,  -67,    0
     5,  8909,19310123,   -9,    0
     5,  8909,19310124,   16,    0
     5,  8909,19310125,   21,    0
     5,  8909,19310126,   17,    0
     5,  8909,19310127,    4,    0
     5,  8909,19310128,   -3,    0
     5,  8909,19310129,  -22,    0
     5,  8909,19310130,  -57,    0
     5,  8909,19310131,  -62,    0
     5,  8909,19310201,  -74,    0
     5,  8909,19310202,  -27,    0
     5,  8909,19310203,  -64,    0
     5,  8909,19310204,  -48,    0
     5,  8909,19310205,  -50,    0
     5,  8909,19310206,  -79,    0
     5,  8909,19310207, -130,    0
     5,  8909,19310208,  -96,    0
